id,type,text1,text2,text3,text4,text5,notes
swp_boss_sporeship,SHIP,"Это один из оригинальных спороносцев первых экспедиционных флотов Домена, достигших Персеанского сектора, — древняя титаническая машина, способная преобразовывать целые звёздные системы.",,,,,
swp_boss_excelsior,SHIP,"Большинство кораблей модифицируются сверх базовой спецификации, специализируясь на определённой роли или просто выжимая из корпуса чуть больше эффективности. В редких случаях корабль подвергается радикальной переделке и становится так называемым мод-кораблём, получая уникальные черты и повышенные возможности. Такие мод-корабли нередко обретают собственную репутацию и становятся желанной добычей для элиты Сектора. Имперские цвета и конструкторские принципы испещряют это чудовище-фрегат — жалкий хлам из стандартных компонентов и украденных схем, который всё же каким-то образом работает. Считается, что этот странный экземпляр был заброшенным домашним проектом Vulcan. Если верить истории, бог-ИИ захотел просто из любопытства реверс-инженерить фазовую корвету класса Excelsior. И, похоже, у него получилось.",,,,,
swp_boss_sporeship_bl,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_sporeship_br,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_sporeship_ll,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_sporeship_lr,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_sporeship_ml,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_sporeship_mr,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_sporeship_top,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_sporeship_ul,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_sporeship_ur,SHIP,Это лишь один фрагмент чудовищной загадки.,,,,,
swp_boss_ray_drone,SHIP,"Продвинутый экспериментальный дрон, вооружённый миниатюрным фазовым копьём.",,,,,
swp_boss_energyoverdrive,SHIP_SYSTEM,"Подключает реактор корабля напрямую к основным оружейным магистралям, подавая куда больше энергии и одновременно снижая стоимость выстрелов. Система тяжело нагружает бортовые компоненты, из-за чего требуется период охлаждения.",Атака,"Увеличивает скорострельность и урон энергетического оружия, снижает затраты потока на выстрел.",,,
swp_boss_cloak,SHIP_SYSTEM,"Временно переводит корабль в альтернативное измерение, известное как p-пространство. Корабль всё ещё можно обнаружить по излучению фазовых катушек, но по нему нельзя попасть никаким оружием. К сожалению, в p-пространстве невозможно рассеивать поток, поэтому он постоянно накапливается и в итоге вынуждает корабль вернуться в обычное пространство.

Генератор фазовой маскировки велик и требует много энергии, поэтому обычно полностью заменяет щиты как основной способ защиты корабля.",Особое,"Переводит корабль в альтернативное измерение, где по нему нельзя попасть никаким оружием. Во время работы накапливает жёсткий поток.",,,
swp_boss_drone_death_ray,SHIP_SYSTEM,"Развёртывает шесть дронов, предназначенных лететь в строгом строю с кораблём-носителем. Каждый дрон вооружён фазовым копьём. В комплекте идёт мини-фабрикатор для восполнения потерь.",Дроны (оружие),Развёртывает шесть боевых дронов в фиксированном строю. Каждый дрон вооружён фазовым копьём. Медленно восполняет потерянных дронов.,шесть | фазовое копьё,"Эти дроны наследуют модификаторы дальности оружия материнского корабля, а также эффекты {{Усилитель высокого рассеяния}}, если он установлен.",
swp_boss_aresdrive,SHIP_SYSTEM,Толкает корабль вперёд и снижает манёвренность. Корабль не может замедляться или останавливаться.,Манёвр,Толкает корабль вперёд и снижает манёвренность. Корабль не может замедляться или останавливаться.,,,
swp_boss_nikejets,SHIP_SYSTEM,Увеличивает скорость и манёвренность корабля. Имеет несколько зарядов.,Манёвр,Увеличивает скорость и манёвренность корабля. Имеет несколько зарядов.,,,
swp_boss_zeusshield,SHIP_SYSTEM,"Делает щит корабля непроницаемым для вражеского огня, но генерирует жёсткий поток.",Защита,"Делает щит корабля непроницаемым для вражеского огня, но генерирует жёсткий поток.",,,
