id,type,text1,text2,text3,text4,notes,Column 08,Column 09,Column 10
ls_targetting_squig,SHIP_SYSTEM,"Активирует специализированного прицельного squig, увеличивая дальность корабля и уменьшая отдачу оружия; также повышает урон по истребителям и ракетам.",,,,,,,
ls_blasta_overdrive,SHIP_SYSTEM,"Перегружает выход реактора корабля: значительно повышает урон энергетического оружия, скорость снарядов, дальность снарядов (но не лучей) и снижает их флюкс-стоимость. Также слегка повышает скорость и маневренность. Из-за перегруза энергии во время действия может вызывать отказы оружия. Во время работы генерирует немного флюкса.",,,,,,,
ls_plough_them,SHIP_SYSTEM,"Перегружает системы корабля, быстро разгоняя его вперед. Баллистическое оружие также получает повышенную скорострельность и сниженные флюкс-затраты. Эффект слабее, чем у burn drive или accelerated ammo feeder. На время действия увеличивается масса корабля для тарана. Можно активировать дважды подряд, затем заряды медленно восстанавливаются до двух.",,,,,,,
ls_glitta_drive,SHIP_SYSTEM,"Активирует сифон сбора энергии, который резко снижает эффективность рассеивания флюкса кораблем, но при этом позволяет рассеивать hard flux; также повышает скорострельность энергетического и баллистического оружия и разгоняет корабль вперед. Однако если корабль уйдет в перегрузку во время действия системы, энергетическая обратная связь удвоит длительность перегрузки.",,,,,,,
ls_ard_field_system,SHIP_SYSTEM,"Вдвое снижает любой урон по щиту корабля. Любое попадание по щиту свыше 100 урона вызывает молниевую обратную связь по ближайшей вражеской цели, нанося 100 ед. энергетического и ЭМИ-урона и стравливая 50 флюкса. Во время действия постоянно накапливает hard flux.",,,,,,,
ls_ded_sneaky,SHIP_SYSTEM,Становится прям совсем sneaky. Дает небольшой прирост скорости и маневренности с сохранением возможности стрельбы. После короткой задержки дает возможность на короткое время избегать всех снарядов и столкновений.,,,,,,,
ls_ded_sneaky_fighter,SHIP_SYSTEM,Становится прям совсем sneaky. Дает небольшой прирост скорости и маневренности с сохранением возможности стрельбы. После короткой задержки дает возможность на короткое время избегать всех снарядов и столкновений. Укороченная длительность и меньше зарядов по сравнению с корабельной версией.,,,,,,,
ls_ramma_drone,SHIP_SYSTEM,"Когда родительский корабль активирует систему, дрон также на полной скорости таранит ближайшую вражескую цель.",,,,,,,
ls_takital_relocation,SHIP_SYSTEM,"Waaaaagh!, но в другом направлении, чтобы тебя не раскромсали до того, как ты начнешь кромсать сам. Дает рывок скорости и маневренности, а также после короткой задержки - кратковременное уклонение от всех снарядов и столкновений. Пока орки заняты... репозишунингом, оружие стрелять не может.",,,,,,,
ls_get_dat_git,SHIP_SYSTEM,"Помечает какого-то гита к расплющиванию, увеличивая получаемый им урон на 25%; использование стоит немного флюкса.",,,,,,,
ls_takital_insertion,SHIP_SYSTEM,"Waaaaagh! в правильном направлении, но по-хитрому, чтобы тебя не раскромсали до того, как ты начнешь кромсать сам. Корабль рывком идет вперед с ограниченным управлением; во время рывка корабль не сталкивается с объектами и уклоняется от входящего огня, но не может стрелять и использовать щиты.",,,,,,,
ls_arty_strike,SHIP_SYSTEM,"Помечает серию точек рядом с вражеским кораблем, которые после короткой задержки накрываются взрывным артиллерийским ударом из... откуда-то.... Мощный коммуникационный импульс от носовой части корабля также zap'ает ближайшие цели перед ним.",,,,,,,
ls_eyez_in_da_sky,SHIP_SYSTEM,"Мек использует fly gitz авианосца как импровизированные git-finda. Пока система активна, каждый живой истребитель авианосца дает ему +5% к урону и дальности баллистического и энергетического оружия, до 50%. Ракеты авианосца также получают +2.5% к максимальной скорости, до 25%.",,,,,,,
ls_eyu,SHIP_SYSTEM,"Кратковременно увеличивает максимальную скорость и подвижность. Позволяет Gork's fist быстро выстрелить 18 раз с немного сниженным уроном. Блокирует активный vent во время действия. Если к моменту окончания эффекта уровень флюкса корабля выше 50%, есть шанс вызвать разрушительный внутренний взрыв, но также высвободить волну психических молний по ближайшим целям.",,,,,,,
ls_lambda_teleporter,SHIP_SYSTEM,"Выполняет короткую телепортацию и высвобождает избыточную энергию телепорта в виде самонаводящихся частиц, наносящих сильный ЭМИ-урон.",,,,,,,
ls_deff_skwadron,SHIP_SYSTEM,Призывает двух остальных членов deff skwadron.,,,,,,,
ls_deff_dred_melee,SHIP_SYSTEM,"Рывком сближается с целью для ближнего боя, получает бонус скорости и слегка снижает входящий урон.",,,,,,,
ls_stomp_em,SHIP_SYSTEM,"Перегружает stompa в режим бешенства, разгоняет ее к выбранной цели и пытается таранить; отключает щиты, но дает резко повышенные скорость и массу при заметном снижении входящего урона. Перегруженный реактор также повышает рассеивание флюкса. Если stompa не оснащена оружием ближнего боя, бонусы скорости и снижения урона уменьшаются, а рассеивание флюкса увеличивается.",,,,,,,
ls_launch_everything,SHIP_SYSTEM,"Резко повышает скорострельность, дальность и отдачу всего ракетного и баллистического оружия на очень короткое время.",,,,,,,
,,,,,,,,,
ls_lobba,WEAPON,"Старая добрая lobba умеет как следует влупить гитам, а заодно и швырять тех гитов, которые тебе не нравятся, хр-хр!

Lobba - крупнокалиберный орочий миномет, стреляющий фугасными снарядами на удивительно приличную дальность. Эти тяжелые боеприпасы набиты взрывчаткой и способны угрожать даже крейсерской броне, но летят очень медленно и при всей дальности остаются неточными.",,,,,,,
ls_big_lobba,WEAPON,"Бигга lobba, чтобы забрасывать бомбы дальше, и с дополнительным стволом для еще большего лоббинга!

Lobba - крупнокалиберный орочий миномет, стреляющий фугасными снарядами на удивительно приличную дальность. Эти тяжелые боеприпасы набиты взрывчаткой и способны угрожать даже крейсерской броне, но летят очень медленно и при всей дальности остаются неточными. Big Lobba - спаренный вариант lobba с большей дальностью и скорострельностью.",,,,,,,
ls_zzap_kannon,WEAPON,"Иногда мелкий гит лезет под твою заппу и хорошо так заппается - смешно, конечно, но большую заппу лучше тратить на хумийские крюзеры. Мек доработал ее так, чтобы большой zap не уходил впустую по истребителям.

Мощная Zzappa-пушка, откалиброванная так, чтобы больше не цеплять мелкие цели вроде истребителей. Zzap Kannon может выдавать тяжелый залповый урон по большинству целей при относительно хорошей эффективности, если корабль выдерживает всплески флюкса от этого оружия. Минус в том, что приоритет ""бить ближайшую подходящую цель"" никуда не делся, и, как у большинства орочьих стволов, Zzappa cannon не всегда попадает в ту цель, в которую задумано - хотя в какую-нибудь цель попадет обязательно.",,,,,,,
ls_zzappa,WEAPON,"Бесит, что твои бойзы ни в кого толком не попадают? Эта штука даст тем вертлявым панси-гидам такой правильный zap, что не забудут, только смотри, чтобы генераторов хватало качать zap-сок.

Орочье zap-оружие - это по сути мощные генераторы дуги, наносящие значительный энергетический и ЭМИ-урон ценой высокого флюкс-расхода. Для орочьих стволов у них хорошая дальность и неплохая флюкс-эффективность, но их сдерживают время зарядки и склонность бить ближайшего врага, а не выбранную цель (хотя для орка ближайший враг обычно и есть ""правильная"" цель).",,,,,,,
ls_eye_of_mork,WEAPON,"Морк на тебя смотрит, и сейчас расплавит тебя как следует!

Gaze of Mork - по сути огромная zap-пушка, установленная в массивную генераторную тарелку и способная выплескивать поток энергетических дуг. Эти дуги непредсказуемы и наводятся лишь в общем направлении, но попадут во что-нибудь обязательно, а когда попадают - вал электрических разрядов рвет на части все, кроме самых крепких кораблей.",,,,,,,
ls_rokkit_launcha,WEAPON,"Единственное, что лучше одного взрыва, - это много взрывов, а много ракет - лучший способ сделать много взрывов. А лучшие ракеты - орочьи: дед крепкие и с самым жирным бахом. Гротский автолоада держит достаточно ракет, чтобы разнести любого гита.

Орки любят взрывы, и ракеты - один из самых простых способов их устроить. По сравнению с распространенными в Секторе ракетами орочьи тяжелее, прочнее и несут более мощный заряд, но обычно менее точны, пока гроты в панике пихают одну ракету за другой в лоток. Из-за крупных габаритов в залпе их меньше.",,,,,,,
ls_rokkit_fighta,WEAPON,"Ракеты для флайбойзов. Жми кнопку и смотри, как бахает.",,,,,,,
ls_rokkitpod,WEAPON,"Единственное, что лучше ракет, - это дофига ракет.

Rokkit pod - простой пусковой блок, по сути попытка напихать на корабль максимум ракет. В итоге он имеет очень впечатляющий боезапас и темп огня, способные перегружать системы точечной обороны.",,,,,,,
ls_grot_rail,WEAPON,"Бесит, что ракеты не взрываются где надо на хумийских кораблях? От grot-bomb не убежишь!

Grot bomb - это ракета, которой управляет гретчин, мелкий родственник орков. Большинство гретчинов с радостью хватается за шанс полетать на такой блестящей ракете, обычно не до конца осознавая последствия прибытия в точку назначения. При этом пилоты из них так себе, поэтому ракеты не самые маневренные в Секторе, но удар у них очень тяжелый.",,,,,,,
ls_grot_launcha,WEAPON,"Спаренная рельсовая пусковая, чтобы запускать вдвое больше grot-bomm.

Grot bomb - это ракета, которой управляет гретчин, мелкий родственник орков. Большинство гретчинов с радостью хватается за шанс полетать на такой блестящей ракете, обычно не до конца осознавая последствия прибытия в точку назначения. При этом пилоты из них так себе, поэтому ракеты не самые маневренные в Секторе, но удар у них очень тяжелый. Крупная Launcha имеет внутренний отсек под дополнительные ракеты и толпу гретчинов, дерущихся за право пилотировать.",,,,,,,
ls_grot_hanger,WEAPON,"Вот это уже нормальный ангар для всех твоих бомб-меков: они могут клепать бомбы прямо во время драки, так что не придется бояться, что боезапас кончится.

Grot bomb - это ракета, которой управляет гретчин, мелкий родственник орков. Большинство гретчинов с радостью хватается за шанс полетать на такой блестящей ракете, обычно не до конца осознавая последствия прибытия в точку назначения. При этом пилоты из них так себе, поэтому ракеты не самые маневренные в Секторе, но удар у них очень тяжелый. Этот ангар способен медленно производить новые grot bomm по ходу боя, поддерживая постоянное давление на противника.",,,,,,,
ls_doomdiva_launcher,WEAPON,"Мы любим летать быстро и крушить все подряд. Поэтому лучше всего - крушить, летая быстро!

Doom Diva - особый вариант пусковой grot bomm, стреляющий ракетой Doom Diva. Вместо классического взрывного заряда она наносит урон за счет очень высокоскоростного удара: перехватить такую цель трудно, а по слабым щитам эффект может быть разрушительным. Такие ракеты популярнее среди гретчинов-добровольцев из-за бешеной скорости, но на этой скорости у пилота почти нет времени корректировать наводку, что ограничивает эффективность против мелких целей.",,,,,,,
ls_tellyporta_blasta,WEAPON,"Смотри, если у хумийского корабля нет крепких кусков, то появляется дырка, и бойзы могут залезть внутрь. Значит эта габбинза удаляет крепкие куски. Потом вы, гиты, залезаете внутрь, потому что дырка уже есть.

Tellyporta blasta - боевое применение орочьей теллипорта-технологии. Выпуская варп-пузырь, который разворачивается при контакте с твердым корпусом, оружие просто телепортирует броню прочь от корабля-носителя, полностью игнорируя целостность этой брони. Если blasta попадает по корпусу, эффект еще хуже: целые жизненно важные секции могут внезапно исчезнуть. К сожалению, пузырь легко срывается противодействующим силовым полем, и щит обычно делает эффект почти безвредным.",,,,,,,
ls_bubble_chukka,WEAPON,"Они стреляют... пузырями?

Странно названная bubble chukka на деле представляет собой продвинутый проектор гравитационного поля, который запускает гравипузыри, способные взрываться с заметной силой. Мощность пузырей варьируется: маленькая bubble chukka не может создавать пузыри, опасные для тяжелых истребителей и крупных кораблей, но против плохо защищенных штурмовиков и ракет бывает разрушительна.",- Обычные последние слова пилотов Talon,,,,,,
ls_kustom_mega_blasta,WEAPON,"Эта бласта - моя лучшая работа! Тут дополнительный генератор, дополнительная моща, дополнительный взрыв, и бласта взрывается, когда касается вещей, и... эй! Не трог-

Kustom Mega Blasta - орочье название целого набора мощных энергетических пушек, созданных меками. Конструкции различаются, но обычно дают невероятную для своего размера огневую мощь, ограниченную в основном высокой энергозатратностью и малой дальностью. При этом оружие крайне нестабильно: почти каждый выстрел может закончиться тем, что в расплавленный шлак превратится либо вражеский корабль, либо сам пользователь. Для орков оба исхода одинаково веселы.",,,,,,,
ls_kustom_mega_cannon,WEAPON,"Не переживай, босс, в этот раз я точно сделал правильно. Тут экстра-экстра генератор, экстра-экстра моща и экстра-экстра бум! Чем больше, тем луч-

Kustom Mega Kannon - увеличенная мегабласта для более крупных орочьих кораблей. Она способна на по-настоящему пугающую огневую мощь, но если рванет, взрыв легко может оторвать нос фрегату. Как обычно, орков такой результат развлекает при любом раскладе.",,,,,,,
ls_kustom_supa_cannon,WEAPON,"В этот раз она точно починена как надо, босс, обещ-

Kustom Supa Cannon - спаренный вариант Kustom Mega Cannon с улучшенным генератором, обеспечивающим более высокий устойчивый темп огня и чуть лучшую дальность. А главное - в редком приступе здравого смысла меки поняли, что пушка, которая не взрывается, успевает выдать больше дакки, и потому оружие сделали куда ""надежнее""... ну, если верить самим мекам.",,,,,,,
ls_big_shoota,WEAPON,"Это база, просто база. Но лишняя дакка никогда не помешает.

Предпочитаемое малое баллистическое оружие многих орочьих кораблей - крупнокалиберные машин-пушки, сочетающие оглушительный шум, посредственную точность и достойный урон.",,,,,,,
ls_twin_shoota,WEAPON,"Все еще вообще не достаточно дакки, но начинать с чего-то надо.

Предпочитаемое малое вооружение многих орочьих кораблей - крупнокалиберные машин-пушки, сочетающие оглушительный шум, посредственную точность и достойный урон. Спаренная версия может накрывать противника плотным огнем, давить щиты и угрожать всем, кроме самых бронированных штурмовиков.",,,,,,,
ls_flakka_dakka,WEAPON,"Просто начинай стрелять, не переживай: промахнулся - значит, это был наш; попал - значит, их.

Четырехствольная флак-пушка, быстро стреляющая флак-снарядами. Каждый снаряд слабее классического флака Сектора, но суммарно установка легко заливает пространство смертоносной шрапнелью, рвущей истребители и ракеты.",,,,,,,
ls_supashoota_turret,WEAPON,"Не совсем bolta, но лучше ты вряд ли найдешь.

Supashoota - усиленный big shoota, по сути средняя автопушка, стреляющая фугасно-бронебойными снарядами с эффектом, похожим на более крупные Bolta Cannon. Скорострельности и мощности хватает, чтобы эффективно работать и по истребителям.",,,,,,,
ls_bolta,WEAPON,"Пуля у этой пушки специальная: у нее взрывная голова, так что она влетает в цель и потом взрывается. И устраивает знатный бардак.

Так называемая Bolta - нехарактерно продвинутое для орков оружие, стреляющее реактивными APHE-снарядами, которые пробивают корпус цели и взрываются внутри. Это дает им намного большую эффективность по броне, чем у обычных автопушек, при сохранении хорошей работы по щитам.",,,,,,,
ls_mega_bolta,WEAPON,"Когда нужно реально раскромсать большой хумийский крюзер, эта bolta делает дело. Дакки много, и лупит она дед мощно.

Так называемая Bolta - нехарактерно продвинутое для орков оружие, стреляющее реактивными APHE-снарядами, которые пробивают корпус цели и взрываются внутри. Это дает им намного большую эффективность по броне, чем у обычных автопушек, при сохранении хорошей работы по щитам. MegaBolta объединяет две отдельные Bolta Cannon в одной крупной турели, добавляя темп огня и немного точности.",,,,,,,
ls_deffstorm_bolta,WEAPON,"Даккадаккадаккадаккадаккадаккадаккадакка!

Deffstorm Bolta - полностью отбитый гатлинг-bolta, выбрасывающий неприлично огромный объем огня. Как только спуск нажат, сборка не прекратит стрельбу, пока не кончится боекомплект или она не заклинит - что, к сожалению, происходит довольно часто. Тем не менее по сравнению с needler болты этого оружия куда смертоноснее, пусть и немного слабее стандартной bolta.",,,,,,,
ls_kill_kannon,WEAPON,"Нет ничего лучше большой правильной канноны, когда надо кого-то раскромсать. У этой есть автолоада для быстрых повторных выстрелов, только не забудь заставить гротов ее смазывать.

Killkannon - стандартная орочья крупнокалиберная пушка, выступающая ""брутально-хитрой"" парой к ""хитро-брутальной"" bolta. Обычно это просто большая пушка под мощные снаряды, хотя большинство вариантов имеет ту или иную систему заряжания для поддержания темпа в гуще боя.",,,,,,,
ls_deth_kannon,WEAPON,"Когда нужно, чтобы цель стала совсем дед, эта штука делает дело. Самая большая каннона для самого злого босса!

Deth Kannon - еще более крупная версия killkannon, обычно встречающаяся на орочьих капиталах и тяжелых крейсерах. Ее мощности достаточно, чтобы за один-два удара размолоть даже броню Onslaught, но снаряды настолько огромны, что никакой ""модный"" заряжатель не держит нормальный темп огня, поэтому каждый промах особенно болезнен. Впрочем, когда орк вспоминает выстрелить из этой пушки, цель обычно уже слишком близко, чтобы промахнуться.",,,,,,,
ls_mini_rokkit_launcha,WEAPON,"Эти ракеты не дают самый большой бах, но в них есть модные габбинзы, и они летят почти как гретчин! Или там реально гретчин за штурвалом?

""Умная"" Rokkit - среднедальняя орочья ракета с примитивной системой наведения для простого сопровождения цели. Это может быть что угодно: простая электроника, мозг сквига, прикрученный к ракете, или любой другой вариант, который меку подвернулся в тот день. Такие ракеты слабее большинства других орочьих боеприпасов, но запускаются большими пачками и отлично работают по легким судам и истребителям. В достаточном количестве могут угрожать и более тяжелой броне. Это базовая пусковая версия с приличным, но ограниченным боезапасом.

Ракеты малой пусковой настроены на более быстрое сгорание топлива ради ускоренного полета, что дает меньшую дальность.",,,,,,,
ls_rokkit_lobba,WEAPON,"Ракета умная, потому что ее сделали мозгобои, или она умная, потому что в ней мозг бойза?

""Умная"" Rokkit - среднедальняя орочья ракета с примитивной системой наведения для простого сопровождения цели. Это может быть что угодно: простая электроника, мозг сквига, прикрученный к ракете, или любой другой вариант, который меку подвернулся в тот день. Такие ракеты слабее большинства других орочьих боеприпасов, но запускаются большими пачками и отлично работают по легким судам и истребителям. В достаточном количестве могут угрожать и более тяжелой броне. Пусковая оснащена загрузчиком (который, возможно, даже автоматический, если гротам повезло), чтобы не пустеть в бою.",,,,,,,
ls_rokkit_belcha,WEAPON,"Смотри, как полетели! А ну не тормозите, гиты, подавайте ракеты, или следующего я лично запихну в трубу!

""Умная"" Rokkit - среднедальняя орочья ракета с примитивной системой наведения для простого сопровождения цели. Это может быть что угодно: простая электроника, мозг сквига, прикрученный к ракете, или любой другой вариант, который меку подвернулся в тот день. Такие ракеты слабее большинства других орочьих боеприпасов, но запускаются большими пачками и отлично работают по легким судам и истребителям. В достаточном количестве могут угрожать и более тяжелой броне. Пусковая имеет автозарядник (или просто много гротов), чтобы не прерывать огонь в бою.

Эта версия способна выплевывать абсурдное число smart rokkit, компенсируя слабое наведение и урон каждой отдельной ракеты чистым количеством.",,,,,,,
ls_jet_shoota,WEAPON,"Помни: запирай гротов внутри, чтобы не сбежали. Хотя куда им бежать - но терять хорошую shoota жалко.

Совершенно безумное оружие, концептуально чем-то похожее на grot bomm. Гротам оно, пожалуй, даже нравится больше: кроме кайфа от скорости, эти мобильные турели дают им ту дакку, о которой они обычно могут только мечтать в своей короткой и miserable жизни. Оценить реальную эффективность системы сложно, но добровольцев всегда с избытком.

Даже самая простая рельсовая jet shoota комплектуется командой меков для сборки и подготовки новых турелей под поток гротов-добровольцев. Подготовка занимает немало времени, но запасных габбинзов обычно хватает, чтобы обеспечить боезапас на бой.",,,,,,,
ls_shoota_launcha,WEAPON,"У этой launcha уже есть нормальный загрузчик, чтобы турели шли без паузы, хотя новые shoota из мек-мастерской все равно надо подносить вручную.

Совершенно безумное оружие, концептуально чем-то похожее на grot bomm. Гротам оно, пожалуй, даже нравится больше: кроме кайфа от скорости, эти мобильные турели дают им ту дакку, о которой они обычно могут только мечтать в своей короткой и miserable жизни. Оценить реальную эффективность системы сложно, но добровольцев всегда с избытком.

Эта пусковая снабжена загрузочной системой, связанной с мек-цехом, что позволяет строить новые турели с более приемлемой скоростью или запускать несколько заранее готовых турелей почти подряд.",,,,,,,
ls_shoota_factory,WEAPON,"Вот это уже настоящее место для мека, чтобы заниматься делом!

Совершенно безумное оружие, концептуально чем-то похожее на grot bomm. Гротам оно, пожалуй, даже нравится больше: кроме кайфа от скорости, эти мобильные турели дают им ту дакку, о которой они обычно могут только мечтать в своей короткой и miserable жизни. Оценить реальную эффективность системы сложно, но добровольцев всегда с избытком.

Это не столько оружейный слот, сколько фабрика с двумя подъемниками, отправляющими свежесобранные jet shoota прямо в бой. Одна такая установка может уверенно давить вражеские щиты, хотя для добивания целей обычно нужно другое оружие.",,,,,,,
ls_burna,WEAPON,"Зачем ждать, пока гиты будут полностью разбиты, прежде чем начинать лутать? Режь их, пока они еще на ходу - так получишь самые свежие детали!

Burna - вариант орочьего огнеметного оружия, перенастроенный в переразмеренный резак, способный с пугающей эффективностью прорезать корабельную броню. Более сфокусированная плазменная струя, однако, хуже работает по корпусу и щитам по сравнению со Skorcha.

Разрушение топливной емкости часто приводит к катастрофическим взрывам.",,,,,,,
ls_skorcha,WEAPON,"Смотри, как гиты пляшут горелый танец!

Skorcha - орочье огнеметное оружие, использующее различные виды топлива, от АМ-топлива до ""сквиг-сока"", чтобы создавать мощное плазмоидное пламя, способное гореть в вакууме космоса. Система питается от собственных баков, а не от реактора корабля, поэтому очень энергоэффективна и при этом быстро наносит ужасающий урон щитам и корпусу; экстремальный жар также создает давление на флюкс-сброс цели.

Разрушение топливной емкости часто приводит к катастрофическим взрывам.",,,,,,,
ls_flame_belcha,WEAPON,"А вот это реально поднимет температуру, хр-хр.

Flame Belcha - увеличенный skorcha с повышенной емкостью, дальностью и буквально большей огневой мощью. В отличие от младшего варианта, его пламя способно угрожать легкой и средней броне; экстремальный жар также давит на флюкс-сброс цели.

Разрушение топливной емкости часто приводит к катастрофическим взрывам.",,,,,,,
ls_torpedo_rail,WEAPON,"Самая большая ракета для взрыва самых больших кораблей.

Одна из самых тяжелых торпедных систем в Секторе: орочья Wrecka-торпеда - это не столько единая модель, сколько набор тяжелых боеприпасов с общей чертой в виде огромной взрывной мощности и очень высокой прочности. Однако из-за отсутствия стандартизации их поведение сильно различается, и нередко отдельные торпеды не успевают взвестись или преждевременно выгорают.",,,,,,,
ls_torpedo_toob,WEAPON,"Больше wrecka - больше wrecking!

Одна из самых тяжелых торпедных систем в Секторе: орочья Wrecka-торпеда - это не столько единая модель, сколько набор тяжелых боеприпасов с общей чертой в виде огромной взрывной мощности и очень высокой прочности. Однако из-за отсутствия стандартизации их поведение сильно различается, и нередко отдельные торпеды не успевают взвестись или преждевременно выгорают.",,,,,,,
ls_torpedo_rack,WEAPON,"Вот это уже достаточно взрывоопасного добра, достойного крюзера босса!

Одна из самых тяжелых торпедных систем в Секторе: орочья Wrecka-торпеда - это не столько единая модель, сколько набор тяжелых боеприпасов с общей чертой в виде огромной взрывной мощности и очень высокой прочности. Однако из-за отсутствия стандартизации их поведение сильно различается, и нередко отдельные торпеды не успевают взвестись или преждевременно выгорают.",,,,,,,
ls_grot_shoota,WEAPON,"Грот в коробке с даккой. Лучше следи за спиной сам, чем доверяй этому гиту прикрывать тебя. Но места эта штука занимает меньше, чем другие варианты дакки.

Крайне маленькая турель с двумя shoota, которые какие-то бойзы просто выбросили. Для людей и гротов это все еще сравнимо с тяжелыми пулеметами, но в космическом бою оружие откровенно слабое. Тем не менее его можно встретить на некоторых ork bomma и даже боевых кораблях как хламовое ПВО, которое, если повезет, может сбить talon.",,,,,,,
ls_rattler_cannon,WEAPON,"Прицеливание? Это что такое? Не слышу тебя за звуком моей дакки!

Rattler cannon - крупнокалиберная орочья гатлинг-пушка, стреляющая довольно мощными кинетическими снарядами. Эти капризные стволы при стрельбе трясет как бешеные, а темп огня скачет непредсказуемо, но когда все работает, с их сырой мощью мало кто спорит.",,,,,,,
ls_gatler,WEAPON,"Lobba для трусливых гротов! Если хочешь по-настоящему взрывной дакки, эта красота валит быстро и как надо!

Gatler Blasta - скорострельный гатлинг, выпускающий фугасные снаряды плотными очередями. Перезаряжается медленно и слабо работает по совсем тяжелой броне, но вблизи может очень быстро наносить ужасающий урон большинству целей, если удается обойти их щит.","Lobba для трусливых гротов! Если хочешь по-настоящему взрывной дакки, эта красота валит быстро и как надо!

Gatler Blasta - скорострельный гатлинг, выпускающий фугасные снаряды плотными очередями. Перезаряжается медленно и слабо работает по совсем тяжелой броне, но вблизи может очень быстро наносить ужасающий урон большинству целей, если удается обойти их щит.","Lobba для трусливых гротов! Если хочешь по-настоящему взрывной дакки, эта красота валит быстро и как надо!

Gatler Blasta - скорострельный гатлинг, выпускающий фугасные снаряды плотными очередями. Перезаряжается медленно и слабо работает по совсем тяжелой броне, но вблизи может очень быстро наносить ужасающий урон большинству целей, если удается обойти их щит.","Lobba — для панси-гротов! Если хочешь по-настоящему взрывную дакку, эта красотка быстро и как надо валит врагов!

Gatler Blasta — скорострельный гатлинг, стреляющий фугасными снарядами быстрой очередью. Хотя он долго перезаряжается и ограниченно полезен против по-настоящему тяжелой брони, вблизи он может быстро нанести ужасающий урон большинству целей, если сумеет обойти их щит.","Lobba iz fer pansy grots! If yooz want proppa explody dakka, dis beauty drops em dead fast and proppa!

The Gatler Blasta is a rapid fire gatling gun that fires explosive shells in rapid sucession, while slow to reload and is of limited use against truly heavy armor, it can quickly inflict terrifying damage against most target up close if it can get around their shield. ","Lobba iz fer pansy grots! If yooz want proppa explody dakka, dis beauty drops em dead fast and proppa!

The Gatler Blasta is a rapid fire gatling gun that fires explosive shells in rapid sucession, while slow to reload and is of limited use against truly heavy armor, it can quickly inflict terrifying damage against most target up close if it can get around their shield. ","Lobba iz fer pansy grots! If yooz want proppa explody dakka, dis beauty drops em dead fast and proppa!

The Gatler Blasta is a rapid fire gatling gun that fires explosive shells in rapid sucession, while slow to reload and is of limited use against truly heavy armor, it can quickly inflict terrifying damage against most target up close if it can get around their shield. ","Lobba iz fer pansy grots! If yooz want proppa explody dakka, dis beauty drops em dead fast and proppa!

The Gatler Blasta is a rapid fire gatling gun that fires explosive shells in rapid sucession, while slow to reload and is of limited use against truly heavy armor, it can quickly inflict terrifying damage against most target up close if it can get around their shield. "
